"id","pm01","pm25","pm10","temperature","humidity","event"
"4721","16","38","49","21","94","2023-02-16 06:50:10"
"4722","17","34","41","21","94","2023-02-16 06:52:10"
"4723","15","34","45","20","93","2023-02-16 06:54:10"
"4724","16","32","43","21","94","2023-02-16 06:56:11"
"4725","17","40","50","21","94","2023-02-16 06:58:11"
"4726","16","33","42","21","94","2023-02-16 07:00:11"
"4727","14","33","42","22","95","2023-02-16 07:02:12"
"4728","16","35","55","21","94","2023-02-16 07:04:12"
"4729","16","33","43","21","94","2023-02-16 07:06:12"
"4730","14","37","44","21","94","2023-02-16 07:08:12"
"4731","16","39","49","21","94","2023-02-16 07:10:13"
"4732","15","33","45","21","94","2023-02-16 07:12:13"
"4733","16","41","51","20","93","2023-02-16 07:14:13"
"4734","13","35","51","22","95","2023-02-16 07:16:14"
"4735","16","36","39","21","94","2023-02-16 07:18:14"
"4736","15","32","42","21","94","2023-02-16 07:20:14"
"4737","15","38","47","22","95","2023-02-16 07:22:14"
"4738","14","33","45","21","94","2023-02-16 07:24:14"
"4739","16","32","42","22","95","2023-02-16 07:26:14"
"4740","14","38","44","21","94","2023-02-16 07:28:15"
"4741","13","30","34","22","95","2023-02-16 07:30:15"
"4742","16","35","52","22","95","2023-02-16 07:32:15"
"4743","16","38","49","22","95","2023-02-16 07:34:16"
"4744","19","42","61","22","95","2023-02-16 07:36:16"
"4745","15","39","50","22","95","2023-02-16 07:38:17"
"4746","15","35","45","20","93","2023-02-16 07:40:17"
"4747","18","38","48","21","94","2023-02-16 07:42:17"
"4748","15","31","40","21","94","2023-02-16 07:44:18"
"4749","14","26","35","20","93","2023-02-16 07:46:18"
"4750","14","30","41","22","95","2023-02-16 07:48:18"
"4751","15","33","45","20","93","2023-02-16 07:50:19"
"4752","14","37","42","21","94","2023-02-16 07:52:19"
"4753","15","32","38","21","94","2023-02-16 07:54:20"
"4754","17","36","45","21","94","2023-02-16 07:56:20"
"4755","18","37","51","21","94","2023-02-16 07:58:20"
"4756","17","36","51","21","94","2023-02-16 08:00:21"
"4757","19","39","59","21","94","2023-02-16 08:02:21"
"4758","19","36","49","21","94","2023-02-16 08:04:21"
"4759","21","39","47","21","94","2023-02-16 08:06:21"
"4760","17","40","60","20","93","2023-02-16 08:08:22"
"4761","17","32","45","21","94","2023-02-16 08:10:22"
"4762","18","36","43","21","94","2023-02-16 08:12:23"
"4763","19","35","44","21","94","2023-02-16 08:14:24"
"4764","19","42","54","21","94","2023-02-16 08:16:24"
"4765","17","35","41","21","94","2023-02-16 08:18:24"
"4766","17","33","47","21","94","2023-02-16 08:20:24"
"4767","16","35","51","21","94","2023-02-16 08:22:24"
"4768","15","37","47","21","94","2023-02-16 08:24:25"
"4769","17","35","49","21","94","2023-02-16 08:26:25"
"4770","18","38","49","22","95","2023-02-16 08:28:26"
"4771","19","36","39","21","94","2023-02-16 08:30:27"
"4772","19","38","47","21","94","2023-02-16 08:32:27"
"4773","17","48","63","21","94","2023-02-16 08:34:27"
"4774","20","41","51","22","95","2023-02-16 08:36:27"
"4775","17","39","57","21","94","2023-02-16 08:38:28"
"4776","19","42","50","21","94","2023-02-16 08:40:29"
"4777","19","42","50","22","95","2023-02-16 08:42:29"
"4778","19","38","47","21","94","2023-02-16 08:44:29"
"4779","19","40","47","21","94","2023-02-16 08:46:30"
"4780","14","42","51","21","94","2023-02-16 08:48:30"
"4781","18","41","50","21","94","2023-02-16 08:50:31"
"4782","21","39","57","21","94","2023-02-16 08:52:32"
"4783","17","39","49","21","94","2023-02-16 08:54:32"
"4784","18","44","52","22","95","2023-02-16 08:56:32"
"4785","18","39","48","22","95","2023-02-16 08:58:33"
"4786","21","42","53","21","94","2023-02-16 09:00:33"
"4787","19","39","47","22","95","2023-02-16 09:02:33"
"4788","19","45","56","22","95","2023-02-16 09:04:33"
"4789","20","37","49","21","94","2023-02-16 09:06:33"
"4790","21","42","51","22","95","2023-02-16 09:08:33"
"4791","20","42","50","22","95","2023-02-16 09:10:34"
"4792","22","43","57","22","95","2023-02-16 09:12:34"
"4793","20","36","50","22","95","2023-02-16 09:14:35"
"4794","17","34","53","21","94","2023-02-16 09:16:35"
"4795","18","32","40","21","94","2023-02-16 09:18:35"
"4796","22","44","57","22","94","2023-02-16 09:20:36"
"4797","19","40","53","22","94","2023-02-16 09:22:36"
"4798","21","40","51","22","94","2023-02-16 09:24:36"
"4799","18","37","48","22","93","2023-02-16 09:26:36"
"4800","21","43","47","21","93","2023-02-16 09:28:37"
"4801","15","34","50","22","93","2023-02-16 09:30:38"
"4802","14","39","49","23","92","2023-02-16 09:32:38"
"4803","19","37","46","22","91","2023-02-16 09:34:38"
"4804","17","39","47","22","91","2023-02-16 09:36:39"
"4805","16","36","47","23","92","2023-02-16 09:38:39"
"4806","24","51","73","22","91","2023-02-16 09:40:39"
"4807","21","43","53","23","91","2023-02-16 09:42:39"
"4808","21","44","55","22","91","2023-02-16 09:44:39"
"4809","19","41","49","22","90","2023-02-16 09:46:39"
"4810","20","41","49","23","89","2023-02-16 09:48:39"
"4811","15","35","43","23","88","2023-02-16 09:50:39"
"4812","19","44","54","22","88","2023-02-16 09:52:39"
"4813","19","43","55","22","88","2023-02-16 09:54:40"
"4814","19","40","49","23","87","2023-02-16 09:56:40"
"4815","19","42","56","23","87","2023-02-16 09:58:40"
"4816","17","41","49","23","87","2023-02-16 10:00:40"
"4817","23","45","65","23","86","2023-02-16 10:02:41"
"4818","19","40","58","22","87","2023-02-16 10:04:41"
"4819","19","37","47","23","86","2023-02-16 10:06:42"
"4820","16","38","52","22","86","2023-02-16 10:08:42"
"4821","17","43","56","22","85","2023-02-16 10:10:42"
"4822","19","43","69","23","85","2023-02-16 10:12:43"
"4823","21","44","66","23","85","2023-02-16 10:14:43"
"4824","16","40","62","23","84","2023-02-16 10:16:44"
"4825","20","41","62","23","84","2023-02-16 10:18:44"
"4826","20","40","50","23","84","2023-02-16 10:20:44"
"4827","17","42","48","22","83","2023-02-16 10:22:44"
"4828","19","43","54","24","83","2023-02-16 10:24:45"
"4829","19","41","54","23","82","2023-02-16 10:26:45"
"4830","18","48","63","24","83","2023-02-16 10:28:46"
"4831","20","46","55","23","83","2023-02-16 10:30:46"
"4832","19","40","50","23","82","2023-02-16 10:32:47"
"4833","18","40","49","24","81","2023-02-16 10:34:48"
"4834","16","39","47","23","81","2023-02-16 10:36:48"
"4835","19","44","53","24","81","2023-02-16 10:38:48"
"4836","20","43","54","23","81","2023-02-16 10:40:48"
"4837","19","41","56","24","81","2023-02-16 10:42:48"
"4838","17","38","52","24","78","2023-02-16 10:44:48"
"4839","19","43","46","23","78","2023-02-16 10:46:49"
"4840","21","37","55","24","77","2023-02-16 10:48:49"
"4841","17","40","56","24","78","2023-02-16 10:50:49"
"4842","19","42","59","24","77","2023-02-16 10:52:50"
"4843","17","41","51","24","76","2023-02-16 10:54:50"
"4844","18","41","54","24","76","2023-02-16 10:56:50"
"4845","18","38","48","23","76","2023-02-16 10:58:50"
"4846","18","41","59","24","75","2023-02-16 11:00:50"
"4847","15","38","45","23","75","2023-02-16 11:02:51"
"4848","16","42","61","24","75","2023-02-16 11:04:51"
"4849","17","36","50","24","75","2023-02-16 11:06:51"
"4850","19","45","60","23","75","2023-02-16 11:08:52"
"4851","15","39","58","24","74","2023-02-16 11:10:52"
"4852","15","35","42","24","74","2023-02-16 11:12:52"
"4853","19","41","56","23","75","2023-02-16 11:14:52"
"4854","18","41","51","24","74","2023-02-16 11:16:52"
"4855","18","40","54","23","74","2023-02-16 11:18:53"
"4856","20","44","51","23","74","2023-02-16 11:20:53"
"4857","22","48","65","23","74","2023-02-16 11:22:54"
"4858","18","42","60","23","75","2023-02-16 11:24:54"
"4859","19","42","56","24","75","2023-02-16 11:26:55"
"4860","17","40","50","23","74","2023-02-16 11:28:55"
"4861","18","42","54","24","75","2023-02-16 11:30:55"
"4862","18","40","52","23","74","2023-02-16 11:32:56"
"4863","21","51","64","24","74","2023-02-16 11:34:56"
"4864","23","41","55","24","72","2023-02-16 11:36:57"
"4865","18","38","46","24","73","2023-02-16 11:38:56"
"4866","18","38","54","24","73","2023-02-16 11:40:56"
"4867","19","41","55","24","71","2023-02-16 11:42:57"
"4868","20","42","52","24","71","2023-02-16 11:44:57"
"4869","18","42","58","24","70","2023-02-16 11:46:58"
"4870","22","44","56","24","70","2023-02-16 11:48:58"
"4871","20","43","57","24","69","2023-02-16 11:50:59"
"4872","18","40","50","24","70","2023-02-16 11:53:00"
"4873","17","37","55","24","70","2023-02-16 11:55:00"
"4874","16","37","41","24","69","2023-02-16 11:57:00"
"4875","20","42","53","24","69","2023-02-16 11:59:00"
"4876","17","38","48","24","71","2023-02-16 12:01:01"
"4877","23","49","70","23","70","2023-02-16 12:03:01"
"4878","18","39","61","23","71","2023-02-16 12:05:01"
"4879","16","35","50","23","70","2023-02-16 12:07:01"
"4880","18","43","55","23","70","2023-02-16 12:09:02"
"4881","21","39","44","24","69","2023-02-16 12:11:03"
"4882","18","38","61","23","70","2023-02-16 12:13:02"
"4883","16","41","54","24","70","2023-02-16 12:15:03"
"4884","19","44","58","24","69","2023-02-16 12:17:03"
"4885","19","40","58","24","68","2023-02-16 12:19:04"
"4886","15","39","58","24","69","2023-02-16 12:21:04"
"4887","22","44","60","25","67","2023-02-16 12:23:04"
"4888","17","38","55","24","67","2023-02-16 12:25:05"
"4889","19","41","56","25","67","2023-02-16 12:27:05"
"4890","17","43","56","24","67","2023-02-16 12:29:06"
"4891","17","37","52","24","66","2023-02-16 12:31:06"
"4892","16","38","50","24","66","2023-02-16 12:33:06"
"4893","19","38","54","25","65","2023-02-16 12:35:06"
"4894","19","38","47","24","65","2023-02-16 12:37:07"
"4895","20","45","57","24","64","2023-02-16 12:39:07"
"4896","19","45","62","24","66","2023-02-16 12:41:08"
"4897","16","43","59","24","64","2023-02-16 12:43:08"
"4898","21","45","59","24","64","2023-02-16 12:45:08"
"4899","17","41","48","25","64","2023-02-16 12:47:08"
"4900","20","40","53","24","64","2023-02-16 12:49:09"
"4901","17","41","48","24","65","2023-02-16 12:51:09"
"4902","21","40","45","0","0","2023-02-16 12:53:10"
"4903","0","0","0","22","60","2023-02-16 13:03:58"
"4904","0","0","0","22","60","2023-02-16 13:04:00"
"4905","0","0","0","22","60","2023-02-16 13:04:02"
"4906","0","0","0","22","60","2023-02-16 13:04:04"
"4907","0","0","0","22","60","2023-02-16 13:04:06"
"4908","0","0","0","22","60","2023-02-16 13:04:08"
"4909","0","0","0","22","60","2023-02-16 13:04:10"
"4910","0","0","0","22","60","2023-02-16 13:04:13"
"4911","0","0","0","22","60","2023-02-16 13:04:15"
"4912","0","0","0","22","60","2023-02-16 13:04:17"
"4913","0","0","0","22","60","2023-02-16 13:04:19"
"4914","17","35","51","22","60","2023-02-16 13:04:20"
"4915","18","37","53","22","60","2023-02-16 13:04:22"
"4916","19","37","52","22","60","2023-02-16 13:04:24"
"4917","19","37","52","22","60","2023-02-16 13:04:26"
"4918","19","37","55","22","60","2023-02-16 13:04:27"
"4919","19","37","51","22","60","2023-02-16 13:04:29"
"4920","18","36","50","22","60","2023-02-16 13:04:31"
"4921","17","37","50","22","60","2023-02-16 13:04:33"
"4922","17","35","46","22","60","2023-02-16 13:04:35"
"4923","17","34","45","22","60","2023-02-16 13:04:37"
"4924","16","34","47","22","60","2023-02-16 13:04:39"
"4925","16","36","53","22","60","2023-02-16 13:04:40"
"4926","16","36","52","22","60","2023-02-16 13:04:42"
"4927","16","36","52","22","60","2023-02-16 13:04:44"
"4928","16","36","52","22","60","2023-02-16 13:04:46"
"4929","16","36","52","22","60","2023-02-16 13:04:48"
"4930","16","36","52","22","60","2023-02-16 13:04:50"
"4931","16","36","52","22","60","2023-02-16 13:04:52"
"4932","16","36","52","22","60","2023-02-16 13:04:55"
"4933","16","36","52","22","60","2023-02-16 13:04:57"
"4934","16","36","52","22","60","2023-02-16 13:04:59"
"4935","16","36","52","22","60","2023-02-16 13:05:01"
"4936","16","36","52","22","60","2023-02-16 13:05:03"
"4937","16","36","52","22","60","2023-02-16 13:05:05"
"4938","16","36","52","22","60","2023-02-16 13:05:07"
"4939","16","36","52","22","60","2023-02-16 13:05:09"
"4940","0","0","0","22","60","2023-02-16 13:05:25"
"4941","16","32","44","22","60","2023-02-16 13:05:27"
"4942","16","31","40","22","60","2023-02-16 13:05:29"
"4943","17","34","46","22","60","2023-02-16 13:05:31"
"4944","17","37","50","22","60","2023-02-16 13:05:32"
"4945","16","35","47","22","60","2023-02-16 13:05:34"
"4946","17","35","47","22","59","2023-02-16 13:05:36"
"4947","16","37","49","22","59","2023-02-16 13:05:38"
"4948","15","37","46","22","58","2023-02-16 13:05:40"
"4949","15","39","49","22","58","2023-02-16 13:05:41"
"4950","16","40","50","22","59","2023-02-16 13:05:43"
"4951","16","39","47","22","59","2023-02-16 13:05:45"
"4952","15","39","47","22","59","2023-02-16 13:05:47"
"4953","15","38","49","22","59","2023-02-16 13:05:48"
"4954","16","39","52","22","58","2023-02-16 13:05:50"
"4955","15","34","49","22","58","2023-02-16 13:05:52"
"4956","16","38","53","22","57","2023-02-16 13:05:54"
"4957","16","39","54","22","57","2023-02-16 13:05:56"
"4958","15","36","50","22","58","2023-02-16 13:05:58"
"4959","15","36","50","22","58","2023-02-16 13:05:59"
"4960","16","37","51","22","57","2023-02-16 13:06:01"
"4961","15","35","51","22","57","2023-02-16 13:06:03"
"4962","15","35","51","22","57","2023-02-16 13:06:04"
"4963","14","34","51","22","57","2023-02-16 13:06:06"
"4964","16","37","54","22","57","2023-02-16 13:06:08"
"4965","18","35","50","22","57","2023-02-16 13:06:10"
"4966","18","36","56","22","57","2023-02-16 13:06:11"
"4967","19","38","57","22","57","2023-02-16 13:06:13"
"4968","19","42","59","22","58","2023-02-16 13:06:15"
"4969","19","42","56","22","58","2023-02-16 13:06:17"
"4970","18","40","52","22","58","2023-02-16 13:06:19"
"4971","18","40","52","22","58","2023-02-16 13:06:20"
"4972","16","38","48","22","58","2023-02-16 13:06:22"
"4973","16","38","48","22","58","2023-02-16 13:06:24"
"4974","16","38","48","22","58","2023-02-16 13:06:25"
"4975","16","38","48","22","58","2023-02-16 13:06:27"
"4976","16","38","48","22","58","2023-02-16 13:06:28"
"4977","16","38","48","22","58","2023-02-16 13:06:30"
"4978","16","38","48","22","58","2023-02-16 13:06:32"
"4979","16","38","48","22","58","2023-02-16 13:06:33"
"4980","16","38","48","22","58","2023-02-16 13:06:35"
"4981","16","38","48","22","58","2023-02-16 13:06:36"
"4982","16","38","48","22","58","2023-02-16 13:06:38"
"4983","16","38","48","22","58","2023-02-16 13:06:39"
"4984","16","38","48","22","58","2023-02-16 13:06:41"
"4985","0","0","0","22","58","2023-02-16 13:07:07"
"4986","15","37","49","22","58","2023-02-16 13:07:08"
"4987","16","40","50","22","60","2023-02-16 13:07:10"
"4988","16","39","47","22","60","2023-02-16 13:07:12"
"4989","15","37","48","22","60","2023-02-16 13:07:14"
"4990","16","38","49","22","60","2023-02-16 13:07:16"
"4991","17","41","52","22","59","2023-02-16 13:07:17"
"4992","17","40","52","22","59","2023-02-16 13:07:19"
"4993","15","41","55","22","59","2023-02-16 13:07:21"
"4994","14","41","50","22","59","2023-02-16 13:07:23"
"4995","14","41","50","22","59","2023-02-16 13:07:24"
"4996","14","39","49","22","59","2023-02-16 13:07:26"
"4997","12","38","49","22","59","2023-02-16 13:07:28"
"4998","12","38","49","22","59","2023-02-16 13:07:30"
"4999","13","38","53","22","59","2023-02-16 13:07:31"
"5000","13","36","49","22","59","2023-02-16 13:07:33"
"5001","13","36","49","22","59","2023-02-16 13:07:35"
"5002","12","34","47","22","59","2023-02-16 13:07:37"
"5003","12","35","51","22","59","2023-02-16 13:07:38"
"5004","12","35","51","22","59","2023-02-16 13:07:40"
"5005","15","35","50","22","60","2023-02-16 13:07:42"
"5006","15","34","50","22","60","2023-02-16 13:07:44"
"5007","15","33","47","22","59","2023-02-16 13:07:45"
"5008","16","35","48","22","59","2023-02-16 13:07:47"
"5009","18","38","51","22","59","2023-02-16 13:07:49"
"5010","18","40","53","22","59","2023-02-16 13:07:51"
"5011","17","42","56","23","59","2023-02-16 13:07:53"
"5012","16","39","53","23","59","2023-02-16 13:07:54"
"5013","16","39","53","23","59","2023-02-16 13:07:56"
"5014","17","39","51","23","59","2023-02-16 13:07:58"
"5015","17","39","51","23","59","2023-02-16 13:08:00"
"5016","17","39","51","23","59","2023-02-16 13:08:02"
"5017","17","39","51","23","59","2023-02-16 13:08:04"
"5018","17","39","51","23","59","2023-02-16 13:08:06"
"5019","17","39","51","23","59","2023-02-16 13:08:08"
"5020","17","39","51","22","59","2023-02-16 13:08:10"
"5021","17","39","51","22","59","2023-02-16 13:08:12"
"5022","17","39","51","22","59","2023-02-16 13:08:14"
"5023","0","0","0","22","59","2023-02-16 13:08:35"
"5024","0","0","0","22","59","2023-02-16 13:08:36"
"5025","0","0","0","22","59","2023-02-16 13:08:38"
"5026","0","0","0","22","59","2023-02-16 13:08:39"
"5027","0","0","0","22","59","2023-02-16 13:08:41"
"5028","0","0","0","22","59","2023-02-16 13:08:42"
"5029","19","41","50","22","59","2023-02-16 13:08:44"
"5030","20","41","52","22","59","2023-02-16 13:08:46"
"5031","18","38","49","22","59","2023-02-16 13:08:47"
"5032","18","38","49","22","59","2023-02-16 13:08:49"
"5033","18","37","48","22","59","2023-02-16 13:08:51"
"5034","0","0","0","22","59","2023-02-16 13:09:01"
"5035","17","35","40","22","58","2023-02-16 13:09:03"
"5036","15","35","46","22","58","2023-02-16 13:09:05"
"5037","16","37","49","22","58","2023-02-16 13:09:07"
"5038","15","37","49","22","58","2023-02-16 13:09:09"
"5039","15","37","49","22","58","2023-02-16 13:09:10"
"5040","17","38","53","22","58","2023-02-16 13:09:12"
"5041","17","38","53","22","58","2023-02-16 13:09:14"
"5042","17","38","53","22","58","2023-02-16 13:09:15"
"5043","16","38","53","22","58","2023-02-16 13:09:17"
"5044","15","36","51","22","58","2023-02-16 13:09:19"
"5045","15","36","51","22","59","2023-02-16 13:09:21"
"5046","14","36","52","22","59","2023-02-16 13:09:22"
"5047","15","36","49","22","59","2023-02-16 13:09:24"
"5048","15","36","49","22","59","2023-02-16 13:09:26"
"5049","15","34","45","22","59","2023-02-16 13:09:28"
"5050","15","34","43","22","59","2023-02-16 13:09:29"
"5051","15","34","43","22","59","2023-02-16 13:09:31"
"5052","16","35","43","22","59","2023-02-16 13:09:33"
"5053","16","34","46","22","59","2023-02-16 13:09:34"
"5054","16","34","46","22","59","2023-02-16 13:09:36"
"5055","15","34","43","22","61","2023-02-16 13:09:38"
